Incident_ID,Date,Quarter,School,City,State,School_Level,Location,Location_Type,During_School,Time_Period,First_Shot,Summary,Narrative,Situation,Targets,Accomplice,Hostages,Barricade,Officer_Involved,Bullied,Domestic_Violence,Gang_Related,Preplanned,Shots_Fired,Shots-Fired Category ,Active_Shooter_FBI
20060905TNKIM,05/09/2006,Fall,Kingsbury Middle School,Memphis,TN,Middle,Football Field/Track,Outside on School Property,No,Sport Event,,Shots fired into ground during a fight between parents at football game,"Shots fired during a fight between a group of parents at a football game. The gun was aimed at the ground, however, one of the bullets ricocheted off the ground and into the hand of a teenage boy.",Escalation of Dispute,Neither,No,No,No,No,No,No,No,No,3.00,<5,
20060908TXSOF,08/09/2006,Fall,South Hills High School,Fort Worth,TX,High,Field (General),Outside on School Property,Yes,Afternoon Classes,13:20:00,SRO fired at student while breaking up fight between 10 students,SRO fired at 15YOM student while breaking up a fight between 10 students on the school athletic field.,Illegal Activity,Victims Targeted,No,No,No,Yes,N/A,N/A,N/A,N/A,1.00,<5,N/A
20060913MOWEC,13/09/2006,Fall,Westminster Christian Academy,Creve Coeur,MO,High,Beside Building,Outside on School Property,No,After School,,Police Officer fired at student who was suicidal,"When the police arrived, the senior was sitting on the curb with a rifle to his head. One of the officers began talking with him. During the conversation, he pointed the rifle at the police officers. They told him to drop the rifle. When he refused, one of the officers shot him in the leg and ended the standoff around 3:45 p.m. Shooter had sent text messages to other students saying he was going to commit suicide.",Self-defense,Victims Targeted,No,No,No,Yes,N/A,N/A,N/A,N/A,1.00,<5,N/A
20060921DCCAW,21/09/2006,Fall,Cardozo High School,Washington,DC,High,Beside Building,Outside on School Property,Yes,Lunch,12:15:00,Argument over girl resulted in targeted shooting,17YOM shot 16YOM outside of the school. Shooter and victim had ongoing argument over a girl. Shooter fled the scene and was identified by CCTV footage.,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,7.00,<10,
20060927COPLB,27/09/2006,Fall,Platte Canyon High School,Bailey,CO,High,Classroom,Inside School Building,Yes,Morning Classes,11:40:00,Took 6 girls hostage in classroom and sexually assaulted them,"Shooter took 6 girl hostage in a school classroom. Sexually assaulted at least one of them. SWAT team used an explosive breach after he stopped communicating with the negotiators. The breaching charge partially failed and while the second charge was being set, the shooter shot one of the victims in the head and then shot himself. Police located 5 firearms that the shooter had staged around the school campus including an AR and bolt action hunting rifle in the treeline. The shooter had a history of petty crimes and harassment of women. The shooter did not have connections to any of the victims. Shooter had threatened to shoot up a Harley Davidson dealership after they had sent him a promotional mailer. Weapons: Smith & Wesson .40-caliber; Glock 22 handgun; Smith & Wesson .357-caliber revolver",Hostage/Standoff,Victims Targeted,No,Yes,Yes,No,No,No,No,No,null,>10,Yes
20060929WIWEC,29/09/2006,Fall,Weston High School,Cazenovia,WI,High,Entryway,Inside School Building,Yes,Morning Classes,08:10:00,"Planned attack, disarmed by janitor then fired pistol at principal before being subdued","Shooter entered school with shotgun and was immediately confronted by principal and janitor who wrestled away the shotgun. While the janitor went to call 911, the shooter was able to pull out a handgun and fire multiple shots at the principal before being subdued by other teachers. Reportedly abused by father and bullied by 25-30 students. History of mental illness and medications. Weapons: long-barrel shotgun, .22-caliber handgun",Indiscriminate Shooting,Random Shooting,No,No,No,No,Yes,No,No,Yes,3.00,<5,Yes
20061002PAWEN,02/10/2006,Fall,West Nickel Mines School,Nickel Mines,PA,K-12,Classroom,Inside School Building,Yes,Morning Classes,11:07:00,Shot girls in Amish school due to 20 year grudge,"Shooter barricaded himself inside of Amish schoolhouse with the female students. He tied up the female students and shot them one by one before committing suicide. Shooter called wife to tell her that he was doing this because a girl had wronged him 20 years ago. Shooter stockpiled supplies for months before the shooting. Shooter had a wife and 3 children with no prior history of mental health issues or violence. Weapons: ""9mm handgun, shotgun, 30.06 rifle",Indiscriminate Shooting,Random Shooting,No,No,Yes,No,No,Yes,No,Yes,,N/A,Yes
20061009MOMEJ,09/10/2006,Fall,Memorial Middle School,Joplin,MO,Middle,Hallway,Inside School Building,Yes,Morning Classes,07:45:00,"Poor grades, planned attack, surrendered when confronted.","Shooter dressed in camo fired single shot from assault rifle into the ceiling of the school hallway. Principal confronted the student, talked him down, and escorted him out of the school. Shooter told police he wanted to scare people and ""all of the teachers"" were the targets. Shooter had been getting in trouble at home for having poor grades. Shooter had detailed maps and drawing of his plan at the school. Said there was a bomb but no device was found.",Anger Over Grade/Suspension/Discipline,Neither,No,No,No,No,No,No,No,Yes,1.00,<5,Yes
20061010NYPOP,10/10/2006,Fall,Ponoma Middle School ,Pomona,NY,Middle,School Bus,School Bus,Yes,After School,16:00:00,Student shot multiple students with BB gun on bus,"On the bus ride home from school, a student with a BB gun opened fire on his classmates. A 12 year-old boy was struck just under his right eye and another 12 year-old boy was shot in the back of the head.",Unknown,,No,No,No,No,,No,No,No,2.00,<5,
20061012MDGRB,12/10/2006,Fall,Grove Park Elementary School,Baltimore,MD,Elementary,Classroom,Inside School Building,Yes,Afternoon Classes,,Student accidentally fired gun inside of desk,"8YOM student brough .22 revolver to school. While the gun was inside the desk, another student student grabbed it and accidentally pulled the trigger. School officials took possession of the weapon and detained the students. No lockdown.",Accidental,Neither,Yes,No,No,No,No,No,No,No,1.00,<5,
20061017TXSEK,17/10/2006,Fall,Seven Lakes High School,Katy,TX,High,Beside Building,Outside on School Property,Yes,Lunch,11:55:00,"Student shot herself outside of school, school officials report it was an accident",16YOF student shot herself outside of the school during lunch time. School officials locked down the school for 2 hours and reported to students that it was an accident.,Accidental,Random Shooting,No,No,No,No,,,No,No,1.00,<5,
20061031TNHAK,31/10/2006,Fall,Halls High School,Knoxville,TN,High,Parking Lot,Outside on School Property,No,Evening,22:30:00,"Security guard killed investigating car with flat tire, did not know occupant was murder suspect and it was stolen car",39YOM shot and killed an unarmed school security guard who was investigating his broken down car in the parking lot. The shooter had killed an elderly man and stolen his vehicle. He shot and killed the security guard in the parking lot of the school and fled. Later arrested.,Illegal Activity,Victims Targeted,No,No,No,No,No,No,No,No,2.00,<5,
20061111CALIO,11/11/2006,Fall,Lionel Wilson College Prep School,Oakland,CA,High,Gym,Inside School Building,No,Night,23:00:00,"Targeted shooting during birthday party, shooter and victim had grudge",Private party at the high school on Saturday night. 23YOM shot in targeted shooting by someone he had a ongoing conflict with. 20YOM was also hit. Shooter fled and was not identified. Facility was rented by non-students.,Escalation of Dispute,Both,No,No,No,No,No,No,No,No,,N/A,
20061122GASAA,22/11/2006,Fall,Sammye E. Coan Middle School,Atlanta,GA,Middle,Front of School,Outside on School Property,No,Evening,17:40:00,"Shooter got out of car, shot victim in chest, and fled scene","14YOM was walking across school campus. Car stopped next to him, driver got out, shot student in chest, and fled the scene. No suspect or motive.",Drive-by Shooting,Victims Targeted,Unknown,No,No,No,No,No,,No,1.00,<5,
20061201NCJOT,01/12/2006,Winter,Jones Senior High School,Trenton,NC,High,Basketball Court,Outside on School Property,No,Evening,22:20:00,Shot rival gang member in parking lot after basketball game,20YOM shot 23YOM who was member of rival gang outside of high school after basketball game. Shooter had been thrown out of the game after causing a disturbance.,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,Yes,No,<10,<10,
20061207NENOO,07/12/2006,Winter,Northwest High School,Omaha,NE,High,Classroom,Inside School Building,Yes,,,Playing with gun in pocket in classroom,"17YOM student was playing with a gun in his pocket discharged causing injuries to his leg and hand. The shooter left the classroom, hid the gun, and was able to drive himself to the hospital for treatment.",Accidental,Random Shooting,No,No,No,No,No,No,No,No,1.00,<5,
20061211ILCLC,11/12/2006,Winter,Clemente High School,Chicago,IL,High,Beside Building,Outside on School Property,Yes,Dismissal,14:45:00,Officer shot trying to break up fight between gang members,Police officer shot in arm trying to break up fight between gang members outside of school. Shooter fled and was later arrested.,Escalation of Dispute,Neither,Unknown,No,No,No,No,No,Yes,No,<5,<5,
20061212PASPS,12/12/2006,Winter,Springfield Township High School,Springfield Township,PA,High,Hallway,Inside School Building,Yes,Morning Classes,09:00:00,"Poor grades, shot self when confronted by police",Shooter brought hunting rifle to school. Fired two shots into the ceiling and then a fatal shot killing himself in the hallway between classes.,Suicide/Attempted,Victims Targeted,No,No,No,No,,No,No,No,3.00,<5,
20061213PABAB,13/12/2006,Winter,Bangor Area High School,Bangor,PA,High,Beside Building,Outside on School Property,Yes,Dismissal,14:30:00,Fired pellet gun at students leaving school,"Male student fired pellet gun at his classmates as they left the building. One of the pellets struck a female student. She was stung by the hit, but was not seriously injured.",Unknown,,No,No,No,No,No,No,No,No,<10,<10,
20061214PAMCC,14/12/2006,Winter,McGuffey High School,Claysville,PA,High,Gym,Inside School Building,No,After School,17:00:00,Student shot self with rifle team .22 rifle,17YOM student who was member of the rifle team killed himself with one of the team rifles after school.,Suicide/Attempted,Victims Targeted,No,No,No,No,,No,No,No,1.00,<5,
20070102NCWEF,02/01/2007,Winter,Westover High School,Fayetteville,NC,High,Front of School,Outside on School Property,Yes,Dismissal,15:01:00,Shots fired by student at car with 3 students in parking lot,"When classes were letting out, a unidentified 14YOM with a gun stepped out into the street and opened fire on a 17YOM male student's black car as he was leaving school.  Two other students were also in the car, but nobody was hurt.",Escalation of Dispute,Victims Targeted,No,No,No,No,,No,No,No,<10,<10,
20070103WAHET,03/01/2007,Winter,Henry Foss High School,Tacoma,WA,High,Hallway,Inside School Building,Yes,Morning Classes,07:30:00,"Shooter with paranoid schizophrenia though student was gang member plotting to kill him, surrendered after shooting",Shooter was diagnosed with schizophrenia. Shooter believed the victim was a gang member who was going to hurt him (delusion/paranoia). Shooter fired multiple shots killing the victim in the hallway before class started. No other students were injured. Shooter surrendered to police without resistance after the shooting. Shooter had written about killing the victim in a shoot writing assignment (evidence presented in the case). Insanity plea was rejected in court. Shooter had no previous history or suggestion of violence.,Psychosis,Victims Targeted,No,No,No,No,No,No,No,No,1.00,<5,
20070104MINOD,04/01/2007,Winter,Northwestern High School,Detroit,MI,High,Front of School,Outside on School Property,Yes,,,Drive-by shooting outside of school,A group of students were standing outside their school today when a car pulled up to the curb. Someone inside the vehicle pulled out a gun and fired shots at the students.  A 14 year-old girl was struck in the leg.,Drive-by Shooting,,Yes,No,No,No,No,No,,No,,N/A,
20070108OHROC,08/01/2007,Winter,Robert A. Taft Information Technology High School,Cincinnati,OH,High,Hallway,Inside School Building,Yes,Lunch,10:45:00,"Student with 2 guns confronted by principal, fired, and fled",16YOM student displayed 2 guns at school and started taunting other students. Principal grabbed him and he fired one shot (missed) and fled. Arrested away from school. Motive unknown.,Indiscriminate Shooting,,No,No,No,No,,No,No,No,1.00,<5,Yes
20070109NVWEL,09/01/2007,Winter,Western High School,Las Vegas,NV,High,Parking Lot,Outside on School Property,Yes,School Start,06:30:00,Shooting in parking lot following a car accident,Adult male fired at a group of students in the school parking lot following an argument about a car accident a few blocks away.,Escalation of Dispute,Both,No,No,No,No,No,No,No,No,<10,<10,
20070109CAGRV,09/01/2007,Winter,Grant High School,Van Nuys,CA,High,Front of School,Outside on School Property,Yes,Dismissal,15:15:00,2 students shot outside of school in gang related drive-by,17YOM and 16YOM students shot outside of high school in gang related drive-by shooting.,Drive-by Shooting,Victims Targeted,Yes,No,No,No,No,No,Yes,No,4.00,<5,
20070118PAWIP,18/01/2007,Winter,William L.Sayre High School,Philadelphia,PA,High,Beside Building,Outside on School Property,Yes,School Start,08:25:00,Student shot during confrontation with 3 other students,17YOM student shot by group of three other teens outside of the school during a confrontation. Victim also had a handgun.,Escalation of Dispute,Victims Targeted,Yes,No,No,No,No,No,No,No,11.00,>10,
20070124TNHAS,24/01/2007,Winter,Harbin County High School,Savannah,TN,High,Bathroom,Inside School Building,Yes,Morning Classes,08:00:00,Student shot self in bathroom,17YOM shot self in bathroom.,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,No,No,1.00,<5,
20070131ILHIC,31/01/2007,Winter,Hillcrest High School,Country Club Hills,IL,High,Parking Lot,Outside on School Property,No,Sport Event,21:30:00,Student (bystander) shot during fight after basketball game,A 15YOM bystander student was shot in the parking lot of the school during a fight between non-students. Shooter was arrested away from the scene.,Escalation of Dispute,,Yes,No,No,No,No,No,No,No,<6,>10,
20070207FLPAJ,07/02/2007,Winter,Paxon Middle School,Jacksonville,FL,Middle,ND,ND,Yes,,,Shot at SRO while fleeing,A school resource officer approached the group to break up the fight and the students fled. One of the students had handgun and the SRO began chasing him.  The teen dropped the gun during the pursuit and another 16YOM student picked up the gun and fired three or four times at the SRO. The unnamed SRO was not hit.,Escalation of Dispute,Victims Targeted,Yes,No,No,No,No,No,No,No,4.00,<5,
